county,department,expenditures_ytd,fiscal_year,bin
Prince William,Capital Project Funds,106259732,2015,Finance
Prince William,Capital Project Funds,"$120,431,410",2016,Finance
Prince William,Capital Project Funds,"$103,966,718",2017,Finance
Prince William,Capital Project Funds,"$24,631,197",2018,Finance
Prince William,Capital Project Funds,"$24,501,696",2019,Finance
Prince William,Innovation Business Park,715227,2015,Community Development
Prince William,Innovation Business Park,"$331,228",2016,Community Development
Prince William,Innovation Business Park,"$1,939,516",2017,Community Development
Prince William,Innovation Business Park,"$195,000",2018,Community Development
Prince William,Innovation Business Park,"$195,000",2019,Community Development
Prince William,Parks & Recreation,6085189,2015,Community Development
Prince William,Parks & Recreation,"$6,419,977",2016,Community Development
Prince William,Parks & Recreation,"$6,556,941",2017,Community Development
Prince William,Parks & Recreation,"$6,791,075",2018,Community Development
Prince William,Parks & Recreation,"$6,969,451",2019,Community Development
Prince William,Solid Waste,19256939,2015,Community Development
Prince William,Solid Waste,"$19,514,397",2016,Community Development
Prince William,Solid Waste,"$19,284,757",2017,Community Development
Prince William,Solid Waste,"$28,928,268",2018,Community Development
Prince William,Solid Waste,"$19,923,809",2019,Community Development
Prince William,Information Technology,22256652,2015,Social Services
Prince William,Information Technology,"$26,500,158",2016,Social Services
Prince William,Information Technology,"$30,296,970",2017,Social Services
Prince William,Information Technology,"$31,510,388",2018,Social Services
Prince William,Information Technology,"$31,812,928",2019,Social Services
Prince William,Public Works Construction Crew,1599435,2015,Community Development
Prince William,Public Works Construction Crew,"$2,713,579",2016,Community Development
Prince William,Public Works Construction Crew,"$2,509,070",2017,Community Development
Prince William,Public Works Construction Crew,"$1,880,890",2018,Community Development
Prince William,Public Works Construction Crew,"$2,089,249",2019,Community Development
Prince William,Public Works Fleet Management,7418474,2015,Community Development
Prince William,Public Works Fleet Management,"$7,060,488",2016,Community Development
Prince William,Public Works Fleet Management,"$7,145,115",2017,Community Development
Prince William,Public Works Fleet Management,"$8,556,532",2018,Community Development
Prince William,Public Works Fleet Management,"$8,017,646",2019,Community Development
Prince William,Medical Insurance,49390676,2015,Finance
Prince William,Medical Insurance,"$52,171,443",2016,Finance
Prince William,Medical Insurance,"$55,360,887",2017,Finance
Prince William,Medical Insurance,"$75,977,000",2018,Finance
Prince William,Medical Insurance,"$80,230,000",2019,Finance
Prince William,Other Self Insurance,0,2015,Finance
Prince William,Other Self Insurance,"$28,057",2016,Finance
Prince William,Other Self Insurance,$0,2017,Finance
Prince William,Other Self Insurance,$0,2018,Finance
Prince William,Other Self Insurance,$0,2019,Finance
Prince William,Casualty Pool/Worker's Compensation,5719323,2015,Finance
Prince William,Casualty Pool/Worker's Compensation,"$8,027,733",2016,Finance
Prince William,Casualty Pool/Worker's Compensation,"$9,743,062",2017,Finance
Prince William,Casualty Pool/Worker's Compensation,$0,2018,Finance
Prince William,Casualty Pool/Worker's Compensation,$0,2019,Finance
Prince William,Commonwealth Credit,463294,2015,Finance
Prince William,Commonwealth Credit,"$453,593",2016,Finance
Prince William,Commonwealth Credit,"$486,108",2017,Finance
Prince William,Commonwealth Credit,"$500,000",2018,Finance
Prince William,Commonwealth Credit,"$500,000",2019,Finance
Prince William,NVTA - 2% Transient Occupancy Tax,1316688,2015,Finance
Prince William,NVTA - 2% Transient Occupancy Tax,"$1,470,370",2016,Finance
Prince William,NVTA - 2% Transient Occupancy Tax,"$1,576,183",2017,Finance
Prince William,NVTA - 2% Transient Occupancy Tax,"$1,400,000",2018,Finance
Prince William,NVTA - 2% Transient Occupancy Tax,"$1,400,000",2019,Finance
Prince William,Library Trust,118933,2015,Education
Prince William,Library Trust,"$152,493",2016,Education
Prince William,Library Trust,"$140,996",2017,Education
Prince William,Library Trust,$0,2018,Education
Prince William,Library Trust,$0,2019,Education
Prince William,Innovation Owners Association,92726,2015,Community Development
Prince William,Innovation Owners Association,"$115,224",2016,Community Development
Prince William,Innovation Owners Association,"$120,181",2017,Community Development
Prince William,Innovation Owners Association,$0,2018,Community Development
Prince William,Innovation Owners Association,$0,2019,Community Development
Prince William,Police Donations/Animal Friendly License Plates,5610,2015,Other
Prince William,Police Donations/Animal Friendly License Plates,"$8,390",2016,Other
Prince William,Police Donations/Animal Friendly License Plates,"$49,579",2017,Other
Prince William,Police Donations/Animal Friendly License Plates,"$9,500",2018,Other
Prince William,Police Donations/Animal Friendly License Plates,"$9,500",2019,Other
Prince William,Historic Preservation Foundation,30091,2015,Community Development
Prince William,Historic Preservation Foundation,$28,2016,Community Development
Prince William,Historic Preservation Foundation,$0,2017,Community Development
Prince William,Historic Preservation Foundation,$0,2018,Community Development
Prince William,Historic Preservation Foundation,$0,2019,Community Development
Prince William,Other Post Employment Benefits (OPEB),3727666,2015,Finance
Prince William,Other Post Employment Benefits (OPEB),"$4,412,358",2016,Finance
Prince William,Other Post Employment Benefits (OPEB),"$3,877,189",2017,Finance
Prince William,Other Post Employment Benefits (OPEB),$0,2018,Finance
Prince William,Other Post Employment Benefits (OPEB),$0,2019,Finance
Prince William,Police & Fire Supplemental Retirement,2104378,2015,Public Safety
Prince William,Police & Fire Supplemental Retirement,"$2,308,676",2016,Public Safety
Prince William,Police & Fire Supplemental Retirement,"$2,739,881",2017,Public Safety
Prince William,Police & Fire Supplemental Retirement,$0,2018,Public Safety
Prince William,Police & Fire Supplemental Retirement,$0,2019,Public Safety
Prince William,Length of Service Award Program (LOSAP),399802,2015,Other
Prince William,Length of Service Award Program (LOSAP),"$407,490",2016,Other
Prince William,Length of Service Award Program (LOSAP),"$467,388",2017,Other
Prince William,Length of Service Award Program (LOSAP),$0,2018,Other
Prince William,Length of Service Award Program (LOSAP),$0,2019,Other
Prince William,Adult Detention Center,42468351,2015,Social Services
Prince William,Adult Detention Center,"$43,224,303",2016,Social Services
Prince William,Adult Detention Center,"$42,719,861",2017,Social Services
Prince William,Adult Detention Center,"$42,771,596",2018,Social Services
Prince William,Adult Detention Center,"$48,220,832",2019,Social Services
Prince William,Operating Fund,906217008,2015,Finance
Prince William,Operating Fund,"$927,284,048",2016,Finance
Prince William,Operating Fund,"$941,862,727",2017,Finance
Prince William,Operating Fund,"$1,042,779,115",2018,Finance
Prince William,Operating Fund,"$1,084,774,103",2019,Finance
Prince William,School Debt Service Fund,77277706,2015,Finance
Prince William,School Debt Service Fund,"$84,523,659",2016,Finance
Prince William,School Debt Service Fund,"$89,224,373",2017,Finance
Prince William,School Debt Service Fund,"$101,045,974",2018,Finance
Prince William,School Debt Service Fund,"$107,730,113",2019,Finance
Prince William,Construction Fund,128684169,2015,Community Development
Prince William,Construction Fund,"$135,947,829",2016,Community Development
Prince William,Construction Fund,"$165,677,017",2017,Community Development
Prince William,Construction Fund,"$316,772,454",2018,Community Development
Prince William,Construction Fund,"$87,874,962",2019,Community Development
Prince William,Food Service Fund,40108089,2015,Community Development
Prince William,Food Service Fund,"$40,952,508",2016,Community Development
Prince William,Food Service Fund,"$41,836,973",2017,Community Development
Prince William,Food Service Fund,"$51,285,609",2018,Community Development
Prince William,Food Service Fund,"$52,277,451",2019,Community Development
Prince William,Warehouse Fund,4530119,2015,Community Development
Prince William,Warehouse Fund,"$36,384",2016,Community Development
Prince William,Warehouse Fund,"$67,214",2017,Community Development
Prince William,Warehouse Fund,"$5,000,000",2018,Community Development
Prince William,Warehouse Fund,"$5,000,000",2019,Community Development
Prince William,Facilities Use Fund,1342208,2015,Community Development
Prince William,Facilities Use Fund,"$1,425,097",2016,Community Development
Prince William,Facilities Use Fund,"$1,506,005",2017,Community Development
Prince William,Facilities Use Fund,"$1,402,130",2018,Community Development
Prince William,Facilities Use Fund,"$1,699,392",2019,Community Development
Prince William,Self Insurance Fund,4610286,2015,Finance
Prince William,Self Insurance Fund,"$4,036,564",2016,Finance
Prince William,Self Insurance Fund,"$5,049,723",2017,Finance
Prince William,Self Insurance Fund,"$5,367,639",2018,Finance
Prince William,Self Insurance Fund,"$5,506,132",2019,Finance
Prince William,Health Insurance Fund,86694039,2015,Finance
Prince William,Health Insurance Fund,"$90,684,104",2016,Finance
Prince William,Health Insurance Fund,"$71,425,147",2017,Finance
Prince William,Health Insurance Fund,"$99,157,018",2018,Finance
Prince William,Health Insurance Fund,"$109,530,239",2019,Finance
Prince William,Regional School Fund,44992089,2015,Education
Prince William,Regional School Fund,"$7,285,944",2016,Education
Prince William,Regional School Fund,"$6,646,055",2017,Education
Prince William,Regional School Fund,"$51,308,693",2018,Education
Prince William,Regional School Fund,"$51,308,693",2019,Education
Prince William,Governor's School at Innovation Park,796927,2015,Education
Prince William,Governor's School at Innovation Park,"$1,203,345",2016,Education
Prince William,Governor's School at Innovation Park,"$1,142,529",2017,Education
Prince William,Governor's School at Innovation Park,"$968,357",2018,Education
Prince William,Governor's School at Innovation Park,"$994,340",2019,Education
Prince William,School Age Child Care (SACC) Program Fund,590111,2015,Education
Prince William,School Age Child Care (SACC) Program Fund,"$650,718",2016,Education
Prince William,School Age Child Care (SACC) Program Fund,"$747,176",2017,Education
Prince William,School Age Child Care (SACC) Program Fund,"$630,000",2018,Education
Prince William,School Age Child Care (SACC) Program Fund,"$630,000",2019,Education
Prince William,School Aquatic Center,0,2015,Education
Prince William,School Aquatic Center,$0,2016,Education
Prince William,School Aquatic Center,$0,2017,Education
Prince William,School Aquatic Center,"$978,562",2018,Education
Prince William,School Aquatic Center,"$1,281,541",2019,Education
Prince William,Imaging Center Fund,0,2015,Other
Prince William,Imaging Center Fund,$0,2016,Other
Prince William,Imaging Center Fund,$0,2017,Other
Prince William,Imaging Center Fund,$0,2018,Other
Prince William,Imaging Center Fund,"$609,286",2019,Other
Prince William,Economic Development,3274708,2020,Community Development
Prince William,Library,17682718,2020,Education
Prince William,"Parks, Recreation & Tourism",33764172,2020,Community Development
Prince William,Planning,3990302,2020,Community Development
Prince William,Public Works,33623223,2020,Community Development
Prince William,Transportation,2934612,2020,Community Development
Prince William,Board of County Supervisors,4789263,2020,Governing
Prince William,Audit Services,0,2020,Governing
Prince William,County Attorney,4014552,2020,Governing
Prince William,Elections,2633866,2020,Governing
Prince William,Executive Management,4562651,2020,Governing
Prince William,Finance,21756920,2020,Finance
Prince William,Human Resources,3613581,2020,Social Services
Prince William,Human Rights Office,771456,2020,Social Services
Prince William,Management & Budget,1586473,2020,Finance
Prince William,Area Agency on Aging,6783652,2020,Social Services
Prince William,Public Health,3402843,2020,Social Services
Prince William,Social Services,57210598,2020,Social Services
Prince William,Virginia Cooperative Extension,927709,2020,Education
Prince William,Community Services,47233484,2020,Community Development
Prince William,Adult Detention Center,0,2020,Social Services
Prince William,Circuit Court Judges,1158437,2020,Governing
Prince William,Clerk of the Court,4285254,2020,Governing
Prince William,Commonwealth's Attorney,6618588,2020,Governing
Prince William,Criminal Justice Services,4533887,2020,Governing
Prince William,Fire & Rescue,102275686,2020,Public Safety
Prince William,General District Court,680915,2020,Governing
Prince William,Juvenile & Domestic Relations Court,420361,2020,Governing
Prince William,Juvenile Court Services Unit,1011941,2020,Governing
Prince William,Law Library,0,2020,Education
Prince William,Magistrates,115667,2020,Governing
Prince William,Police,114162168,2020,Public Safety
Prince William,Public Safety Communications,11741791,2020,Public Safety
Prince William,Sheriff,11862276,2020,Public Safety
Prince William,Transfer to Adult Detention Center,33565839,2020,Social Services
Prince William,Debt Service,49636205,2020,Finance
Prince William,Transfer to General Fund & Capital Reserve,0,2020,Finance
Prince William,Transfer to Law Library,32229,2020,Education
Prince William,Transfer to Aging,0,2020,Social Services
Prince William,Transfer to F&R Systemwide Initiatives,0,2020,Other
Prince William,Transfer to Site Development Review & Inspection,1707160,2020,Community Development
Prince William,Transfer to Building Development,2102401,2020,Community Development
Prince William,Transfer to Housing Choice Voucher Program,0,2020,Community Development
Prince William,Transfer to Housing Trust Contribution,84602,2020,Community Development
Prince William,Transfer to Transportation,1575000,2020,Community Development
Prince William,Transfer to All Other Projects,10850000,2020,Other
Prince William,Transfer to Innovation,35000,2020,Community Development
Prince William,Transfer to Parks Enterprise Fund,757422,2020,Community Development
Prince William,Transfer to DoIT Capital Replacement,0,2020,Social Services
Prince William,Class Size Reduction Grant,1000000,2020,Education
Prince William,Debt Service for 13th High School,870013,2020,Finance
Prince William,Unclassified Administrative,7703372,2020,Other
Prince William,Contingency Reserve,688917,2020,Finance
Prince William,Countywide Insurance Programs,7741490,2020,Finance
Prince William,Unemployment Insurance,125000,2020,Finance
Prince William,Animal Shelter Donations & License Plates,0,2020,Other
Prince William,Community Development Authority,2971000,2020,Community Development
Prince William,Development Services,25403557,2020,Community Development
Prince William,Emergency Medical Service Fee,5433650,2020,Finance
Prince William,Housing & Community Development,43090057,2020,Community Development
Prince William,Fire & Rescue Levy,58174404,2020,Public Safety
Prince William,Mosquito & Forest Pest Management,1628540,2020,Community Development
Prince William,Stormwater Management,9228138,2020,Community Development
Prince William,Additional TOT 2% (formerly NVTA Taxes),1400000,2020,Finance
Prince William,Transportation/Service Districts,864817,2020,Community Development
Prince William,"
Capital Project Funds",31868082,2020,Finance
Prince William,Innovation Business Park,195000,2020,Community Development
Prince William,Parks & Recreation,6938469,2020,Community Development
Prince William,Solid Waste,21159085,2020,Community Development
Prince William,Information Technology,40059446,2020,Social Services
Prince William,Public Works Construction Crew,1988454,2020,Community Development
Prince William,Public Works Fleet Management,9528998,2020,Community Development
Prince William,Medical Insurance,78932000,2020,Finance
Prince William,Other Self Insurance,0,2020,Finance
Prince William,Casualty Pool/Worker's Compensation,0,2020,Finance
Prince William,"Agency Funds (Welfare, Housing & CSB)",0,2020,Public Safety
Prince William,Commonwealth Credit,500000,2020,Finance
Prince William,NVTA - 2% Transient Occupancy Tax,0,2020,Finance
Prince William,Library Trust,0,2020,Education
Prince William,Innovation Owners Association,0,2020,Community Development
Prince William,Police Donations/Animal Friendly License Plates,9500,2020,Other
Prince William,Historic Preservation Foundation,0,2020,Community Development
Prince William,Other Post Employment Benefits (OPEB),0,2020,Finance
Prince William,Police & Fire Supplemental Retirement,0,2020,Public Safety
Prince William,Length of Service Award Program (LOSAP),0,2020,Other
Prince William,"
Adult Detention Center",67205846,2020,Social Services
Prince William,Operating Fund,1134421452,2020,Finance
Prince William,School Debt Service Fund,106159888,2020,Finance
Prince William,Construction Fund,87039323,2020,Community Development
Prince William,Food Service Fund,51595000,2020,Community Development
Prince William,Warehouse Fund,5000000,2020,Community Development
Prince William,Facilities Use Fund,1755200,2020,Community Development
Prince William,Self Insurance Fund,5627478,2020,Finance
Prince William,Health Insurance Fund,110153121,2020,Finance
Prince William,Regional School Fund,46813026,2020,Education
Prince William,Governor's School at Innovation Park,1004340,2020,Education
Prince William,School Age Child Care (SACC) Program Fund,550000,2020,Education
Prince William,School Aquatic Center,1314906,2020,Education
Prince William,Imaging Center Fund,635516,2020,Other
Arlington,Arlington Economic Development (AED),10829236,2014,Community Development
Arlington,Arlington Economic Development (AED),11085839,2015,Community Development
Arlington,Arlington Economic Development (AED),10522630,2016,Community Development
Arlington,Arlington Economic Development (AED),8524531,2017,Community Development
Arlington,Arlington Economic Development (AED),8401169,2018,Community Development
Arlington,Arlington Economic Development (AED),8788089,2019,Community Development
Arlington,Arlington Economic Development (AED),8511765,2020,Community Development
Arlington,Arlington Economic Development (AED),3897536,2021,Community Development
Arlington,Circuit Court Judiciary (CCTJ),579570,2014,Governing
Arlington,Circuit Court Judiciary (CCTJ),703358,2015,Governing
Arlington,Circuit Court Judiciary (CCTJ),977960,2016,Governing
Arlington,Circuit Court Judiciary (CCTJ),1052604,2017,Governing
Arlington,Circuit Court Judiciary (CCTJ),1168331,2018,Governing
Arlington,Circuit Court Judiciary (CCTJ),1183285,2019,Governing
Arlington,Circuit Court Judiciary (CCTJ),1189132,2020,Governing
Arlington,Circuit Court Judiciary (CCTJ),595939,2021,Governing
Arlington,Clerk of the Circuit Court (CCT),2871158,2014,Governing
Arlington,Clerk of the Circuit Court (CCT),3129404,2015,Governing
Arlington,Clerk of the Circuit Court (CCT),3166978,2016,Governing
Arlington,Clerk of the Circuit Court (CCT),3194744,2017,Governing
Arlington,Clerk of the Circuit Court (CCT),3176537,2018,Governing
Arlington,Clerk of the Circuit Court (CCT),3295794,2019,Governing
Arlington,Clerk of the Circuit Court (CCT),3301258,2020,Governing
Arlington,Clerk of the Circuit Court (CCT),1736733,2021,Governing
Arlington,Commissioner of Revenue (COR),4994779,2014,Governing
Arlington,Commissioner of Revenue (COR),5176362,2015,Governing
Arlington,Commissioner of Revenue (COR),5409558,2016,Governing
Arlington,Commissioner of Revenue (COR),5457960,2017,Governing
Arlington,Commissioner of Revenue (COR),5902471,2018,Governing
Arlington,Commissioner of Revenue (COR),5964215,2019,Governing
Arlington,Commissioner of Revenue (COR),5903371,2020,Governing
Arlington,Commissioner of Revenue (COR),2691611,2021,Governing
Arlington,Commonwealth's Attorney (CWA),3981380,2014,Governing
Arlington,Commonwealth's Attorney (CWA),4214727,2015,Governing
Arlington,Commonwealth's Attorney (CWA),4152655,2016,Governing
Arlington,Commonwealth's Attorney (CWA),4049552,2017,Governing
Arlington,Commonwealth's Attorney (CWA),4166828,2018,Governing
Arlington,Commonwealth's Attorney (CWA),4257707,2019,Governing
Arlington,Commonwealth's Attorney (CWA),4685745,2020,Governing
Arlington,Commonwealth's Attorney (CWA),1984378,2021,Governing
Arlington,"Community Planning, Housing & Development (CPHD)",10377073,2014,Community Development
Arlington,"Community Planning, Housing & Development (CPHD)",11116188,2015,Community Development
Arlington,"Community Planning, Housing & Development (CPHD)",11051427,2016,Community Development
Arlington,"Community Planning, Housing & Development (CPHD)",10978461,2017,Community Development
Arlington,"Community Planning, Housing & Development (CPHD)",10981228,2018,Community Development
Arlington,"Community Planning, Housing & Development (CPHD)",10684954,2019,Community Development
Arlington,"Community Planning, Housing & Development (CPHD)",10823249,2020,Community Development
Arlington,"Community Planning, Housing & Development (CPHD)",5103865,2021,Community Development
Arlington,County Attorney (CAO),2653243,2014,Governing
Arlington,County Attorney (CAO),2542357,2015,Governing
Arlington,County Attorney (CAO),2766821,2016,Governing
Arlington,County Attorney (CAO),3141596,2017,Governing
Arlington,County Attorney (CAO),2989682,2018,Governing
Arlington,County Attorney (CAO),3044995,2019,Governing
Arlington,County Attorney (CAO),3025692,2020,Governing
Arlington,County Attorney (CAO),1492721,2021,Governing
Arlington,County Board (CBO),"$ 1,078,257",2014,Governing
Arlington,County Board (CBO),"$ 1,234,996",2015,Governing
Arlington,County Board (CBO),"$ 1,326,700",2016,Governing
Arlington,County Board (CBO),"$ 1,405,569",2017,Governing
Arlington,County Board (CBO),"$ 1,737,286",2018,Governing
Arlington,County Board (CBO),"$ 1,632,038",2019,Governing
Arlington,County Board (CBO),"$ 1,617,157",2020,Governing
Arlington,County Board (CBO),"$ 771,143",2021,Governing
Arlington,County Manager's Office (CMO),5191702,2014,Governing
Arlington,County Manager's Office (CMO),5287208,2015,Governing
Arlington,County Manager's Office (CMO),5578989,2016,Governing
Arlington,County Manager's Office (CMO),5425724,2017,Governing
Arlington,County Manager's Office (CMO),5282244,2018,Governing
Arlington,County Manager's Office (CMO),5335137,2019,Governing
Arlington,County Manager's Office (CMO),5037376,2020,Governing
Arlington,County Manager's Office (CMO),2304625,2021,Governing
Arlington,Environmental Services (DES),80533785,2014,Community Development
Arlington,Environmental Services (DES),85161962,2015,Community Development
Arlington,Environmental Services (DES),90929047,2016,Community Development
Arlington,Environmental Services (DES),93100334,2017,Community Development
Arlington,Environmental Services (DES),95405366,2018,Community Development
Arlington,Environmental Services (DES),94453744,2019,Community Development
Arlington,Environmental Services (DES),96197296,2020,Community Development
Arlington,Environmental Services (DES),37958045,2021,Community Development
Arlington,Fire Department (FIR),52274199,2014,Public Safety
Arlington,Fire Department (FIR),53389709,2015,Public Safety
Arlington,Fire Department (FIR),56348894,2016,Public Safety
Arlington,Fire Department (FIR),58034572,2017,Public Safety
Arlington,Fire Department (FIR),58874086,2018,Public Safety
Arlington,Fire Department (FIR),62821768,2019,Public Safety
Arlington,Fire Department (FIR),65031969,2020,Public Safety
Arlington,Fire Department (FIR),25176855,2021,Public Safety
Arlington,General District Court (GDC),364869,2014,Governing
Arlington,General District Court (GDC),352577,2015,Governing
Arlington,General District Court (GDC),345061,2016,Governing
Arlington,General District Court (GDC),332851,2017,Governing
Arlington,General District Court (GDC),360684,2018,Governing
Arlington,General District Court (GDC),352711,2019,Governing
Arlington,General District Court (GDC),356710,2020,Governing
Arlington,General District Court (GDC),164242,2021,Governing
Arlington,Human Resources (HRD),7908723,2014,Social Services
Arlington,Human Resources (HRD),8353836,2015,Social Services
Arlington,Human Resources (HRD),8783654,2016,Social Services
Arlington,Human Resources (HRD),8919460,2017,Social Services
Arlington,Human Resources (HRD),9185349,2018,Social Services
Arlington,Human Resources (HRD),9324435,2019,Social Services
Arlington,Human Resources (HRD),9586373,2020,Social Services
Arlington,Human Resources (HRD),4255917,2021,Social Services
Arlington,Human Services (DHS),117358298,2014,Social Services
Arlington,Human Services (DHS),122965470,2015,Social Services
Arlington,Human Services (DHS),127949353,2016,Social Services
Arlington,Human Services (DHS),134525749,2017,Social Services
Arlington,Human Services (DHS),136105243,2018,Social Services
Arlington,Human Services (DHS),135256946,2019,Social Services
Arlington,Human Services (DHS),140082502,2020,Social Services
Arlington,Human Services (DHS),66271860,2021,Social Services
Arlington,Juvenile & Domestic Relations Court (JDR),5731030,2014,Governing
Arlington,Juvenile & Domestic Relations Court (JDR),5994885,2015,Governing
Arlington,Juvenile & Domestic Relations Court (JDR),6211080,2016,Governing
Arlington,Juvenile & Domestic Relations Court (JDR),6003988,2017,Governing
Arlington,Juvenile & Domestic Relations Court (JDR),6530317,2018,Governing
Arlington,Juvenile & Domestic Relations Court (JDR),7030385,2019,Governing
Arlington,Juvenile & Domestic Relations Court (JDR),6841346,2020,Governing
Arlington,Juvenile & Domestic Relations Court (JDR),2882993,2021,Governing
Arlington,Libraries (LIB),12493400,2014,Education
Arlington,Libraries (LIB),13007081,2015,Education
Arlington,Libraries (LIB),12999158,2016,Education
Arlington,Libraries (LIB),13648924,2017,Education
Arlington,Libraries (LIB),14465893,2018,Education
Arlington,Libraries (LIB),14458512,2019,Education
Arlington,Libraries (LIB),14333511,2020,Education
Arlington,Libraries (LIB),5993342,2021,Education
Arlington,Magistrate (MAG),41363,2014,Governing
Arlington,Magistrate (MAG),42241,2015,Governing
Arlington,Magistrate (MAG),39688,2016,Governing
Arlington,Magistrate (MAG),39044,2017,Governing
Arlington,Magistrate (MAG),38918,2018,Governing
Arlington,Magistrate (MAG),25929,2019,Governing
Arlington,Magistrate (MAG),26544,2020,Governing
Arlington,Magistrate (MAG),13158,2021,Governing
Arlington,Management and Finance (DMF),6018001,2014,Finance
Arlington,Management and Finance (DMF),6780618,2015,Finance
Arlington,Management and Finance (DMF),6480030,2016,Finance
Arlington,Management and Finance (DMF),7428284,2017,Finance
Arlington,Management and Finance (DMF),7724907,2018,Finance
Arlington,Management and Finance (DMF),8004496,2019,Finance
Arlington,Management and Finance (DMF),8507461,2020,Finance
Arlington,Management and Finance (DMF),4031196,2021,Finance
Arlington,Parks & Recreation (DPR),34273106,2014,Community Development
Arlington,Parks & Recreation (DPR),35939966,2015,Community Development
Arlington,Parks & Recreation (DPR),37974121,2016,Community Development
Arlington,Parks & Recreation (DPR),40081828,2017,Community Development
Arlington,Parks & Recreation (DPR),40416046,2018,Community Development
Arlington,Parks & Recreation (DPR),41861015,2019,Community Development
Arlington,Parks & Recreation (DPR),39058591,2020,Community Development
Arlington,Parks & Recreation (DPR),14090959,2021,Community Development
Arlington,Police Department (POL),60965129,2014,Public Safety
Arlington,Police Department (POL),64188293,2015,Public Safety
Arlington,Police Department (POL),65439095,2016,Public Safety
Arlington,Police Department (POL),66040676,2017,Public Safety
Arlington,Police Department (POL),66526840,2018,Public Safety
Arlington,Police Department (POL),68703892,2019,Public Safety
Arlington,Police Department (POL),69909865,2020,Public Safety
Arlington,Police Department (POL),27839566,2021,Public Safety
Arlington,Public Defender,0,2014,Governing
Arlington,Public Defender,0,2015,Governing
Arlington,Public Defender,81927,2016,Governing
Arlington,Public Defender,157137,2017,Governing
Arlington,Public Defender,149879,2018,Governing
Arlington,Public Defender,163717,2019,Governing
Arlington,Public Defender,171548,2020,Governing
Arlington,Public Defender,79344,2021,Governing
Arlington,Public Safety Communications and Emergency Management (DPSCEM),10966169,2014,Public Safety
Arlington,Public Safety Communications and Emergency Management (DPSCEM),11242487,2015,Public Safety
Arlington,Public Safety Communications and Emergency Management (DPSCEM),11341831,2016,Public Safety
Arlington,Public Safety Communications and Emergency Management (DPSCEM),11662065,2017,Public Safety
Arlington,Public Safety Communications and Emergency Management (DPSCEM),12454771,2018,Public Safety
Arlington,Public Safety Communications and Emergency Management (DPSCEM),13252362,2019,Public Safety
Arlington,Public Safety Communications and Emergency Management (DPSCEM),14013398,2020,Public Safety
Arlington,Public Safety Communications and Emergency Management (DPSCEM),6568258,2021,Public Safety
Arlington,Sheriff (SRF),38526817,2014,Public Safety
Arlington,Sheriff (SRF),41005297,2015,Public Safety
Arlington,Sheriff (SRF),43702573,2016,Public Safety
Arlington,Sheriff (SRF),44118172,2017,Public Safety
Arlington,Sheriff (SRF),45919040,2018,Public Safety
Arlington,Sheriff (SRF),47698889,2019,Public Safety
Arlington,Sheriff (SRF),46968108,2020,Public Safety
Arlington,Sheriff (SRF),21294023,2021,Public Safety
Arlington,Technology Services (DTS),18319387,2014,Social Services
Arlington,Technology Services (DTS),18875695,2015,Social Services
Arlington,Technology Services (DTS),19805805,2016,Social Services
Arlington,Technology Services (DTS),20459333,2017,Social Services
Arlington,Technology Services (DTS),21686651,2018,Social Services
Arlington,Technology Services (DTS),22028662,2019,Social Services
Arlington,Technology Services (DTS),25714217,2020,Social Services
Arlington,Technology Services (DTS),14521677,2021,Social Services
Arlington,Treasurer (TRS),6423281,2014,Finance
Arlington,Treasurer (TRS),6516237,2015,Finance
Arlington,Treasurer (TRS),6820769,2016,Finance
Arlington,Treasurer (TRS),6879063,2017,Finance
Arlington,Treasurer (TRS),6914439,2018,Finance
Arlington,Treasurer (TRS),7048516,2019,Finance
Arlington,Treasurer (TRS),6494950,2020,Finance
Arlington,Treasurer (TRS),3225065,2021,Finance
Arlington,Voter Registration (REG),1020051,2014,Governing
Arlington,Voter Registration (REG),960017,2015,Governing
Arlington,Voter Registration (REG),1129861,2016,Governing
Arlington,Voter Registration (REG),1479070,2017,Governing
Arlington,Voter Registration (REG),1109336,2018,Governing
Arlington,Voter Registration (REG),1144229,2019,Governing
Arlington,Voter Registration (REG),1459522,2020,Governing
Arlington,Voter Registration (REG),1402432,2021,Governing
